Id,group,sex,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18
2200012,Sci,G,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-
08/10/20
6146
Paid in Oct/20",,,,"08/10/20
6146
O/fee=6500
Oct=3920
","03/11/2020
6147
Nov/2020","08/12/2020
6148
","06/01/2021
6149","08/02/21
6150
","07/03/21
6151
","12/04/21
6152","01/05/21
6153
"
2200013,Sci,G,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-
09/01/2021
6053
Janu + O/fee=6500
Paid in Janu/21",,,,"10/10/20
6050
","07/11/2020
6051
","05/12/2020
6052
","09/01/2021
6053
Janu + O/fee=6500
Paid in Janu/21
25/01/21
6054
Feb/21
Paid in Janu/21","25/01/21
6054
Feb/21
Paid in Janu/21","06/03/21
6055","10/04/2021
6056",
2200014,Sci,G,"16/08/2020
15,500/-",,"16/08/2020
15,500/-",,"16/08/2020
15,500/-",,"16/08/2020
15,500/-",,,,,,,,,,,
2200015,Sci,boy,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",Less 30% in Tuition fee for Oct/20.,,Less 30% in Tuition fee for Oct/20.,"26/01/21
6002
O/fee=8000
Nov/21
Paid in Janu/21
",,"26/01/21
6002
O/fee=6500
Nov/21
Dec=1500 Deu=3120/-
Paid in Janu/21
","10/02/21
6003
Dec=3120
Janu/21=1500 Deu=3120
",,,,"07/06/21
6004
"
2200016,Sci,G,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-
04/11/2020
8974
S/c
Paid to Nov/2020",,,,"04/11/2020
8974
Oct + Nov/2020
With S/c
Padi to Nov/2020","04/11/2020
8974
Oct + Nov/2020
With S/c","25/01/21
8975
Dec + Janu/21
Paid in Janu/21","25/01/21
8975
Dec + Janu/21
Paid in Janu/21",,,"12/04/21
8976",
2200017,Sci,boy,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-

08.10.2020
8926
Oct/20 Less=30%
Others fee=6,500/-",Less 30% in Tuition fee for Oct/20.,"08.10.2020
8926
Oct/20 Less=30%
Others fee=6,500/-",Less 30% in Tuition fee for Oct/20.,"09/11/2020
By bkash
C=4620
H=2160
T=6780","10/12/2020
By bkash
C=4620
H=2160
T=6780Dec/20","10/01/2021
By bkash
C=4620
H=2160
T=6780
Janu/21
","10/02/21
8928","08/03/21
By bkash
C=4340
H=2160
T=6500","10/04/21
By bkash
C=4340
H=2160
T=6500","06/05/21
By bkash
C=4340
H=2160
T=6500","02/06/21
8929
"
2200018,Sci,G,"16/08/2020
5,000/-
Only Pay-5,000/-",,"16/08/2020
5,000/-
Only Pay-5,000/-",,"16/08/2020
5,000/-
Only Pay-5,000/-",,,,,,,,,,,,,
2200019,Sci,G,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-
07/10/20
Paid to Oct/20
",,,,"07/10/20
5006
11,120/-
O/see=6,500
Oct=4620","07/11/2020
By bkash
C=4620
H=2160
T=6780","10/12/2020
By bkash
C=4620
H=2160
T=6780
Dec/20","16/01/2021
By bkash
C=3500
H=2160
T=5660
Janu/21",,"10/03/21
By bkash
C=8680
H=3900
T= 12,580
Feb + March/21",,"06/05/21
C=4340
H=1950
T=6290"
2200020,Sci,G,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-
10/10/20
8686
O/fee=6500
Paid to Oct/20",,,,"10/10/20
8686
O/fe6500
Oct=4620","12/11/2020
8687
","13/01/21
8688
Dec + Janu/21
Paid in Janu/21
","13/01/21
8688
Dec + Janu/21
Paid in Janu/21
",,,,"09/05/21
8689"
2200021,Sci,G,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-",,"16/08/2020
9,000/-
08/10/20
8662
Paid to Oct/20",,,,"08/10/20
8662
O/fee=6500
Oct 4620","11/11/2020
8663
","10/12/2020
8664
","09/01/2021
8665
",,"08/03/21
8566
Feb+ March/21","29/04/21
8667
April/21",
2200022,Sci,G,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-
09/10/20
8638
O/fee6500
paid to Oct/20",,,,"09/10/20
8638
O/fee6500
Oct=1820","07/11/2020
8639
","09/12/2020
By bkash
C=2530
H=1530
T=4060","09/01/21
8641","09/02/21
8642","09/03/21
8643",,"06/05/21
8644/45
April/21 + May/21"
2200023,Sci,boy,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",Less 30% in Tuition fee for Oct/20.,"14/11/2020
54940
9,240/-
Oct + Nov/2020
Paid to Nov/2020",Less 30% in Tuition fee for Oct/20.,"14/11/2020
54940
9,240/-
Oct + Nov/2020
Paid to Nov/2020","25/01/21
8614
Dec/20
Paid in jnnu/21","25/01/21
8614
Dec/20
Paid in jnnu/21",,"04/03/21
548421
Up to Feb/21",,,
2200024,Sci,boy,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",Less 30% in Tuition fee for Oct/20.,"15.10.2020
Bkash=6,780/-
College=4,620/-
Hostel=2,160/-",Less 30% in Tuition fee for Oct/20.,"24/11/2020
By bkash
C=4620
H=2160
T=6780","22/12/2020
By bash
C=4620
H=2160
T=6780","26/01/2021
4620
O/fee Due","25/02/21
8398
O/fee=6500
Feb/21","25/03/2021
8399","12/04/21
8400","05/05/21
8401
","03/06/21
8402"
2200025,Sci,G,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-
10/10/20
6122
O/fee=6500
paid to Oct/20",,,,"10/10/20
6122
O/fee=6500
Oct=2310","10/11/2020
6123
","20/12/2020
6124
","20/01/2021
6125
",,"01/03/21
6126
Feb/21
23/03/2021
6127
March/21",,"02/052/1
6128
April/21"
2200026,Sci,boy,"27/08/2020
15,500/-",,"27/08/2020
15,500/-",,"27/08/2020
15,500/-",,"27/08/2020
15,500/-",Less 30% in Tuition fee for Oct/20.,"08.10.2020
6099
Oct/20
Less=30%",Less 30% in Tuition fee for Oct/20.,"08/11/2020
By bkash
C=4620
H=2160
T=6780","08/12/2020
By bkash
C=4620
H=2160
T=6780
Dec/20","07/01/2021
By bksah
C=4620
H=2160
T=6780
Janu/21","10/02/21
6100","14/03/21
By bkash
C=4340
H=2160
T=6500","08/04/21
By bkash
C=4340
H=2160
T=6500
30/04/21
By bkash
C=4340
H=2160
T=6500",,
2200027,Sci,boy,"27/08/2020
15,500/-",,"27/08/2020
15,500/-",,"27/08/2020
15,500/-",,"27/08/2020
15,500/-",Less 30% in Tuition fee for Oct/20.,"12/11/2020
8831
Oct + Nov/2020
Paid to Nov/2020",Less 30% in Tuition fee for Oct/20.,"12/11/2020
8831
Oct + Nov/2020","08/12/2020
8832","06/01/2021
8833","10/02/21
8834","10/03/21
8835","12/04/21
8836",,"05/06/21
8837/38
May + June/21"
2200028,Sci,boy,"27/08/2020
15,500/-",,"27/08/2020
15,500/-",,"27/08/2020
15,500/-",,"27/08/2020
15,500/-",Less 30% in Tuition fee for Oct/20.,"08.10.2020
8807
Oct/20 
Less=30%",Less 30% in Tuition fee for Oct/20.,"06/12/2020
8808
Nov/20
Paid in Dec/20","06/12/2020
8808
Nov/20
Paid in Dec/20","09/01/21
8809
Dec/21
Poaid Janu/21
25/01/21
8810
Janu/21
",,,"04/04/021
8812/13
Feb + March/21
",,"02/06/21
8813
April + May/21"
2200029,Sci,boy,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-

28.10.2020
8782
Oct/20 (Less=30%)
Others fee=6,500/-",Less 30% in Tuition fee for Oct/20.,"28.10.2020
8782
Oct/20 (Less=30%)
Others fee=6,500/-",Less 30% in Tuition fee for Oct/20.,"21/11/2020
8783
","27/12/2020
8784","25/01/21
8785","10/02/21
8786","27/03/2021
8787
",,"31/05/21
8788
April + May/21",
2200030,Sci,boy,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-
27/01/21
8758
O/fee=6500
Oct to Dec/20
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"27/01/21
8758
O/fee=6500
Oct to Dec/20
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"27/01/21
8758
O/fee=6500
Oct to Dec/20
Paid in Janu/21","27/01/21
8758
O/fee=6500
Oct to Dec/20
Paid in Janu/21","27/01/21
8758
O/fee=6500
Oct to Dec/20
Paid in Janu/21",,,,,"07/06/21
8759
Up to June/21"
2200031,Sci,G,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-
27/01/2021
By bkash
C=15000
O/fe= 6500
Nov/20=04620
Dec=3880 (Deu=740)
Paid in Janu/21",,,,"09/10/2020
By bkash
C=4620
H=1950
T=6570","27/01/2021
By bkash
C=15000
O/fe= 6500
Nov/20=04620
Dec=3880 (Deu=740)
Paid in Janu/21
","27/01/2021
By bkash
C=15000
O/fe= 6500
Nov/20=04620
Dec=3880 (Deu=740)
Paid in Janu/21
","27/01/2021
By bkash
C=15000
O/fe= 6500
Nov/20=04620
Dec=3880 (Deu=740)
Paid in Janu/21
",,,,
2200032,Sci,boy,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-
21/11/2020
8566
O/fee=6500
Oct+ nov/20
paid in Nov/20",Less 30% in Tuition fee for Oct/20.,"21/11/2020
8566
O/fee=6500
Oct + Nov/20
Paid in Nov/20",Less 30% in Tuition fee for Oct/20.,"21/11/2020
8566
O/fee=6500
Oct + Nov/20","21/01/2021
8567
Dec/20
Paid in Janu/21","21/01/2021
8567
Dec/20
Paid in Janu/21
27/01/21
8568
","28/02/21
8569","31/03/2021
8570
","29/04/2021
8571
April + may/21","31/05/21
8572
June/21",
2200033,Sci,boy,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-

28.10.2020
8542
Oct/20 (Less=30%)
Others fee=6,500/-",Less 30% in Tuition fee for Oct/20.,"28.10.2020
8542
Oct/20 (Less=30%)
Others fee=6,500/-",Less 30% in Tuition fee for Oct/20.,"21/11/2020
8543
","25/01/21
8544
Dec + Janu/21
Paid in janu/21","25/01/21
8544
Dec + Janu/21
Paid in janu/21","10/02/21
8545","27/03/2021
8546
",,"31/05/21
8547
April + may/21",
2200034,Sci,G,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,,,"18/11/2020
8519
Oct/20
Paid in Nov/20","18/11/2020
8519
Oct/20",,,"10/02/21
8521/8522",,"10/04/021
Feb + March/21
O/fee Due=6500/-",
2200035,Sci,G,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-
15/10/20
8494
O/fee=6500
Paid to Oct/20",,,,"15/10/20
8494
O/f=6500
Oct=4620",,"03/01/2021
8496
Dec/20
paid in Janu/21","03/01/2021
8496
Dec/20
paid in Janu/21","09/02/21
8497
Janu/21","23/03/2021
8498/99
Feb/21 + March/21",,
2200036,Sci,G,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-
08/10/20
8471
Paid to Oct/20",,,,"08/10/20
8471
O/fee=6500
Oct=3,220","04/11/2020
8472
","02/10/2020
8473
","07/01/2021
8474
25/01/21
8475
Feb/21
Paid in Janu/21","25/01/21
8475
Feb/21
Paid in Janu/21","09/03/21
8476","04/04/2021
8477
","08/05/21
8478"
2200037,Sci,boy,"27/08/2020
2,000/-",,"27/08/2020
2,000/-

11.10.2020
8447
S/C=5,000/-
Dev. Fee=500/-",,"11.10.2020
8447
S/C=5,000/-
Dev. Fee=500/-",,"19.10.2020
8448
Others fee=8000/-",Less 30% in Tuition fee for Oct/20.,"11.10.2020
8447
S/C=5,000/-
Dev. Fee=500/-

19.10.2020
8448
Others fee=8000/-
26/01/2021
8449
Oct to Janu/21
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"26/01/2021
8449
Oct to Janu/21
Paid in Janu/21","26/01/2021
8449
Oct to Janu/21
Paid in Janu/21","26/01/2021
8449
Oct to Janu/21
Paid in Janu/21",,,"29/04/21
Up to May/21",,
2200038,Sci,G,"27/08/2020
2,000/-",,"27/08/2020
9,000/-
08/10/20
8423
Paid to Oct/20
",,"08/10/20
8423
Paid to Oct/2020",,"08/10/20
8423
Paid to Oct/2020",,,,"08/10/20
8423
O/fe=8000
S/c=5000
Ad fee=500
Oct=4620","08/11/2020
By bkash
C=4620
H=1950
T=6570","09/12/2020
By bkash
C=4620
H=1950
T=6570","09/01/2021
By bkash
C=4620
H=1950
T=6570
Janu/21","08/02/21
8425
","09/03/21
8426",,"10/05/21
By bkash
C=6000"
2200039,Sci,G,"27/08/2020
2,000/-",,"27/08/2020
9,000/-
08/10/20
6075
paid to Oct/20",,"04/11/2020
6076
S/c
Paid to Nov/2020",,"08/10/20
6075
Paid to Oct/20",,,,"08/10/20
6075
Dv fee=500
O/fee=8000
Oct=2310","04/11/2020
6076
S/c With
Non/2020","09/12/2020
By bkash
C=2310
H=1950
T=4260","06/01/2021
By bkash
C=2310
H=1950
T=4260
Janu/21","08/02/21
6078","13/03/21
By bkash
C=2310
H=1950
T=4260","04/04/21
By bkash
C=2310
H=1950
T=4260","06/05/21
By bkash
C=2310
H=6000
T=8310"
2200040,Sci,boy,"27/08/2020
2,000/-",,"27/08/2020
2,000/-

24/01/2021
55932
Dev=500
S/fee=5000
O/fee=8000
Paid in Janu/21",,"24/01/2021
55932
Dev=500
S/fee=5000
O/fee=8000
Paid in Janu/21",,"24/01/2021
55932
Dev=500
S/fee=5000
O/fee=8000
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,,Less 30% in Tuition fee for Oct/20.,,,"24/01/2021
55932
Dev=500
S/fee=5000
O/fee=8000
Paid in Janu/21",,,,,
2200041,Sci,G,"27/08/2020
2,000/-",,"27/08/2020
9,000/-

24/01/2021
7438
Oct to Dec/20
Dev fee=500
S/c=5000
O/fee=8000
Total-19590/-
Paidi in Janu/21",,"24/01/2021
7438
Oct to Dec/20
Dev fee=500
S/c=5000
O/fee=8000
Total-19590/-
Paidi in Janu/21",,"24/01/2021
7438
Oct to Dec/20
Dev fee=500
S/c=5000
O/fee=8000
Total-19590/-
Paidi in Janu/21",,,,"24/01/2021
7438
Oct to Dec/20
Dev fee=500
S/c=5000
O/fee=8000
Total-19590/-
Paidi in Janu/21","24/01/2021
7438
Oct to Dec/20
Dev fee=500
S/c=5000
O/fee=8000
Total-19590/-
Paidi in Janu/21","24/01/2021
7438
Oct to Dec/20
Dev fee=500
S/c=5000
O/fee=8000
Total-19590/-
Paidi in Janu/21","24/01/2021
7438
Oct to Dec/20
Dev fee=500
S/c=5000
O/fee=8000
Total-19590/-
Paidi in Janu/21",,,,
2200042,Sci,G,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-
12/10/20
7463
O/fee=6500
paid to Oct/20",,,,"12/10/20
7463
O/fee=6500
Oct=4620","12/11/2020
7464
","14/12/2020
By bkash
C=4620
H=1950
T=6570
Dec/20","21/01/2021
By bkash
C=4620
H=1950
T=6570
Janu/21",,"04/03/21
By bash
C=4630
H=2150
T=6780
Feb/21","12/04/21
By bash
C=4610
H=1750
T=6360
March/21","06/05/21
By bkash
C=4620
H=1950
T=6570"
2200043,Sci,G,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-
25/01/21
7491
O/fee=6500
Feb/21
Paid in Janu/21",,,,"10/10/20
7487
","07/11/2020
7488
","05/12/2020
7489","09/01/2021
7490
25/01/21
7491
O/fee=6500
Feb/21
Paid in Janu/21","25/01/21
7491
O/fee=6500
Feb/21
Paid in Janu/21","06/03/21
7492","10/04/21
7493
",
2200044,Sci,G,"27/08/2020
15,500/-",,"27/08/2020
15,500/-",,"27/08/2020
15,500/-",,"27/08/2020
15,500/-",,,,"26/01/21
7511
Oct to  Janu/21
Paid in Janu/21","26/01/21
7511
Oct to  Janu/21
Paid in Janu/21","26/01/21
7511
Oct to  Janu/21
Paid in Janu/21","26/01/21
7511
Oct to  Janu/21
Paid in Janu/21",,,,"25/05/21
7512
Up to April/21"
2200045,Sci,boy,"27/08/2020
15,500/-",,"27/08/2020
15,500/-",,"27/08/2020
15,500/-",,"27/08/2020
15,500/-",Less 30% in Tuition fee for Oct/20.,"07/11/2020
7535
Oct + Nov/2020
Paid to Nov/2020",Less 30% in Tuition fee for Oct/20.,"07/11/2020
7535
Oct + Nov/2020","30/01/21
40919
Dec/20
Paid in janu/21","30/01/21
40919
Dec/20
Paid in janu/21",,,,,"06/06/21
7536
10,000/-
Order by Vp sir."
2200046,Sci,G,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,,,"10/10/2020
By bash
C=11120
H=1950
T=13070",,"27/01/2021
40905
O/fee=6500
Dec + Janu/21
Paid in jsnu/21","27/01/2021
40905
O/fee=6500
Dec + Janu/21
Paid in jsnu/21",,,,"10/05/21
By bkash
C=18480
H=3520
T=22000"
2200047,Sci,boy,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-
09/11/2020
7584
O/fee=6,500/-
Paid to Nov/2020",Less 30% in Tuition fee for Oct/20.,"11.10.2020
7583
Oct/20 (Less=30%)
Others fee due by P.sir",Less 30% in Tuition fee for Oct/20.,"09/11/2020
7584
O/fee=6,500/-","26/01/2021
7585
Dec/21
Paid in Janu/21","26/01/2021
7585
Dec/21
Paid in Janu/21",,,,,"060/6/21
7586
Up to Msy/21"
2200048,Sci,boy,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-
06/12/2020
7607
O/Fee With
Oct/20 to Dec/20
Paid in Dec/20",Less 30% in Tuition fee for Oct/20.,"06/12/2020
7607
O/Fee With
Oct/20 to Dec/20
Padi in Dec/20",Less 30% in Tuition fee for Oct/20.,"06/12/2020
7607
O/Fee With
Oct/20 to Dec/20
Padi in Dec/20","06/12/2020
7607
O/Fee With
Oct/20 to Dec/20","27/01/21
7508
Janu + Feb/21
Paid in janu/21","27/01/21
7508
Janu + Feb/21
Paid in janu/21",,,"06/05/21
7609
","05/06/21
7610
"
2200049,Sci,boy,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-",,"27/08/2020
9,000/-
27/01/21
7631
O/fee=6500
Oct=4620
Nov=3880 Due=740
Paid inJanu/21",Less 30% in Tuition fee for Oct/20.,"27/01/21
7631
O/fee=6500
Oct=4620
Nov=3880 Due=740
Paid inJanu/21",Less 30% in Tuition fee for Oct/20.,"27/01/21
7631
O/fee=6500
Oct=4620
Nov=3880 Due=740
Paid inJanu/21",,"27/01/21
7631
O/fee=6500
Oct=4620
Nov=3880 Due=740
Paid inJanu/21",,,,,"05/06/21
7632
"
2200050,Sci,boy,"28/08/2020
2,000/-",,"28/08/2020
2,000/-

13.09.2020
7654
S/c=5,000/-
Dev. Fee=500/-
O. fee=8,000/-",,"13.09.2020
7654
S/c=5,000/-
Dev. Fee=500/-
O. fee=8,000/-",,"13.09.2020
7654
S/c=5,000/-
Dev. Fee=500/-
O. fee=8,000/-",Less 30% in Tuition fee for Oct/20.,"26/01/21
8655
Oct to Janu/21
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"26/01/21
8655
Oct to Janu/21
Paid in Janu/21","26/01/21
8655
Oct to Janu/21
Paid in Janu/21","26/01/21
8655
Oct to Janu/21
Paid in Janu/21",,,,,"06/06/21
7656
10.000/-
Or der by vp sir."
2200051,Sci,boy,"28/08/2020
2,000/-",,"28/08/2020
2,000/-

13.09.2020
1802
S/c=5,000/-
Dev. Fee=500/-
",,"13.09.2020
1802
S/c=5,000/-
Dev. Fee=500/-",,"26/01/21
1803
O/fee=8000
Oct to Janu/21
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"26/01/21
1803
O/fee=8000
Oct to Janu/21
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"26/01/21
1803
O/fee=8000
Oct to Janu/21
Paid in Janu/21","26/01/21
1803
O/fee=8000
Oct to Janu/21
Paid in Janu/21","26/01/21
1803
O/fee=8000
Oct to Janu/21
Paid in Janu/21","24/02/21
1804",,,,"06/06/21
1805
March/21"
2200052,Sci,G,"28/08/2020
2,000/-",,"28/08/2020
2,000/-

13.09.2020
1826
S/C=5,000/-
Dev-fee=500/-
O. fee=8,000/-",,"13.09.2020
1826
S/C=5,000/-
Dev-fee=500/-
O. fee=8,000/-","T.c 1st Year
O/fee less=50%","13.09.2020
1826
S/C=5,000/-
Dev-fee=500/-
O. fee=8,000/-",,,,"26/01/21
1827
Oct to Janu/21
Paid in Janu/21","26/01/21
1827
Oct to Janu/21
Paid in Janu/21","26/01/21
1827
Oct to Janu/21
Paid in Janu/21","26/01/21
1827
Oct to Janu/21
Paid in Janu/21",,,,
2200053,Sci,G,"28/08/2020
9,000/-",,"28/08/2020
9,000/-",,"28/08/2020
9,000/-",,"28/08/2020
9,000/-
07/10/20
1851
O/fee
paid to Oct/20",,,,"07/10/20
1851
O/fee=6500
Oct=1820","16/11/2020
1852","05/01/2021
Dec/20 + Janu/21
Paid in Janu/21","05/01/2021
Dec/20 + Janu/21
Paid in Janu/21","10/02/21
1854","06/03/21
1855
",,"06/05/21
9336
April/21
"
2200054,Sci,boy,"28/08/2020
9,000/-",,"28/08/2020
9,000/-",,"28/08/2020
9,000/-",,"28/08/2020
9,000/-

19.10.2020
1875
Others fee=6,500/-",Less 30% in Tuition fee for Oct/20.,"19.10.2020
1875
Others fee=6,500/-

28.10.2020
1876
Oct/20
Less=30%",Less 30% in Tuition fee for Oct/20.,"26/01/2021
1877
Nov to Janu/21
Paid in Janu/21","26/01/2021
1877
Nov to Janu/21
Paid in Janu/21","26/01/2021
1877
Nov to Janu/21
Paid in Janu/21",,,,,"06/06/21
1878
Up to May/21"
2200055,Sci,G,"28/08/2020
9,000/-",,"28/08/2020
9,000/-",,"28/08/2020
9,000/-",,"28/08/2020
9,000/-
15/10/20
1899
O/fee=6500
Paid to Oct/20`",,,,"15/10/20
1899
O/fee=6500
Oct=4620","07/11/2020
1900
","01/12/2020
1901
","04/01/2021
1902
27/01/21
1903
Feb/21
Paid in Janu/21","27/01/21
1903
Feb/21
Paid in Janu/21","04/03/21
1904","10/04/021
1905
","27/05/21
1906
"
2200056,Sci,G,"28/08/2020
2,000/-",,"28/08/2020
2,000/-
10/10/20
867
dev = 500",,"10/10/20
867
Paid to Oct/20",,"10/10/20
867
Paid to Oct/20",,,,"10/10/20
867
S/c=5000
Dev = 500
O/fee=8000
Oct=2310","11/11/2020
By bkash
C=2310
H=1950
t=4260","25/01/21
869
Dec + Janu/21
Paid in Janu/21","25/01/21
869
Dec + Janu/21
Paid in Janu/21",,,,"030/5/21
By bkash
C=4620
H=3900
T=8520"
2200057,Sci,G,"28/08/2020
9,000/-",,"28/08/2020
9,000/-",,"28/08/2020
9,000/-",,"28/08/2020
9,000/-",,,,"10/10/2020
By bkash
C=4620
H=2160
T=6780","09/11/2020
By bkash
C=4620
H=2160
T=6780","26/01/2021
By bkash
C=4620
H=2160
T=6780
Dec/20
Paid inJanu/21
","26/01/2021
By bkash
C=4620
H=2160
T=6780
Dec/20
Paid inJanu/21
","10/02/21
891
Janu/21",,,
2200058,Sci,boy,"28/08/2020
9,000/-",,"28/08/2020
9,000/-",,"28/08/2020
9,000/-",,"28/08/2020
9,000/-

29/12/2020
915
Oct + Nov/20
O/fee2500 Due=4,000
Paid in Dec/20",Less 30% in Tuition fee for Oct/20.,"29/12/2020
915
Oct + Nov/20
O/fee2500 Due=4,000
Paid in Dec/20",Less 30% in Tuition fee for Oct/20.,"29/12/2020
915
Oct + Nov/20
O/fee2500 Due=4,000
Paid in Dec/20","29/12/2020
915
Oct + Nov/20
O/fee2500 Due=4,000
Paid in Dec/20

26/01/2021
916
Dec + Janu/21
Psaid in Janu/21","26/01/2021
916
Dec + Janu/21
Psaid in Janu/21",,,,,"06/06/21
917
10,000/-"
2200059,Sci,G,"29/08/2020
9,000/-",,"29/08/2020
9,000/-",,"29/08/2020
9,000/-",,"29/08/2020
9,000/-

27/01/21
939
O/fee=3760 Due=4240
Oct + Nov/20
Paid  in janu/21",,,,"27/01/21
939
O/fee=3760 Due=4240
Oct + Nov/20
Paid  in janu/21","27/01/21
939
O/fee=3760 Due=4240
Oct + Nov/20
Paid  in janu/21",,"27/01/21
939
O/fee=3760 Due=4240
Oct + Nov/20
Paid  in janu/21",,,,
2200060,Sci,G,"29/08/2020
9,000/-",,"29/08/2020
9,000/-",,"29/08/2020
9,000/-",,"29/08/2020
9,000/-
14/11/2020
964
O/fee=6500
Paif to Nov/2020",,,,"08/10/20
963
","14/11/2020
864
Nov/2020
O/fee=6500/-
","20/12/2020
965
","10/01/2021
966
","10/02/21
967","18/03/21
968",,
2200061,Sci,G,"29/08/2020
9,000/-",,"29/08/2020
9,000/-",,"29/08/2020
9,000/-",,"29/08/2020
9,000/-
08/10/20
987
Paid to Oct/20",,,,"08/10/20
987
O/fee=6500
oct=4620","09/11/2020
988/989
Nov + Dec/2020
","09/11/2020
988/989
Nov + Dec/2020
Paid to Nov/20","10/01/2021
990
Janu/21 to March/21
Paid in Janu/21","10/01/2021
990
Janu/21 to March/21
Paid in Janu/21","10/01/2021
990
Janu/21 to March/21
Paid in Janu/21",,
2200062,Sci,G,"29/08/2020
9,000/-",,"29/08/2020
9,000/-",,"29/08/2020
9,000/-",,"29/08/2020
9,000/-
08/10/20
1011
Paid to Oct/20",,,,"08/10/20
1011
O/fee=6500
Oct=4620","08/12/2020
1012
Nov + Dec/20
Paid in Dec/20","08/12/2020
1012
Nov + Dec/20
Paid in Dec/20","27/01/21
1013","10/02/21
40915",,,
2200063,Sci,G,"29/08/2020
9,000/-",,"29/08/2020
9,000/-",,"29/08/2020
9,000/-",,"29/08/2020
9,000/-",,,,,,,,,,,
2200064,Sci,boy,"29/08/2020
9,000/-",,"29/08/2020
9,000/-",,"29/08/2020
9,000/-",,"29/08/2020
9,000/-
09/11/2020
1060
O/fee=6,500/-
Paid to Nov/2020",Less 30% in Tuition fee for Oct/20.,"27/01/21
1061
Oct to Dec/20
Paid in janu/21",Less 30% in Tuition fee for Oct/20.,"09/11/2020
1060
O/fee

27/01/21
1061
Oct to Dec/20
Paid in janu/21","27/01/21
1061
Oct to Dec/20
Paid in janu/21","27/01/21
1061
Oct to Dec/20
Paid in janu/21",,,,"04/05/21
1062
Janu + Deb/21","07/06/21
1063
"
